age,workclass,fnlwgt,education,education_no_of_years,marital_status,occupation,sex,capital_gain,capital_loss,working_hours_per_week,native_contienent,salary
25,Private,186925,Some-college,10,Never-married,Other-service,Male,2597,0,48,north_america,31577
49,Self-emp-inc,109705,Some-college,10,not_married,Exec-managerial,Female,0,0,32,north_america,250503
32,Private,94235,HS-grad,9,married,Craft-repair,Male,0,0,40,north_america,222853
26,Private,225279,Some-college,10,Never-married,Prof-specialty,Male,0,1602,40,other,222270
37,Local-gov,297449,HS-grad,9,married,Protective-serv,Male,0,0,40,north_america,181449
58,Private,205896,HS-grad,9,not_married,Sales,Female,0,0,40,north_america,71622
37,Private,93717,Some-college,10,married,Adm-clerical,Female,7298,0,45,north_america,75269
41,Private,194710,HS-grad,9,Never-married,Exec-managerial,Female,0,0,40,north_america,46180
38,Private,236391,Bachelors,13,married,Exec-managerial,Male,7688,0,40,north_america,62427
47,State-gov,189123,HS-grad,9,married,Other-service,Male,0,0,40,north_america,50867
42,Private,358677,HS-grad,9,not_married,Other-service,Male,0,0,35,north_america,64115
30,State-gov,199539,HS-grad,9,married,Adm-clerical,Male,0,1902,40,north_america,177952
43,Private,128170,Some-college,10,married,Sales,Male,7688,0,40,north_america,163485
34,Private,231238,HS-grad,9,married,Machine-op-inspct,Male,0,0,40,north_america,242716
57,Private,296152,Some-college,10,not_married,Exec-managerial,Female,594,0,10,north_america,249508
46,Private,166003,11th,7,married,Machine-op-inspct,Male,0,0,40,north_america,182747
32,Private,281437,Some-college,10,married,Transport-moving,Male,0,0,55,north_america,138987
20,Private,190231,9th,5,Never-married,Machine-op-inspct,Female,0,0,11,north_america,108314
47,Private,122026,Assoc-voc,11,not_married,Sales,Male,0,0,50,north_america,145968
55,Unknown,205527,HS-grad,9,not_married,Unknown,Male,0,0,20,north_america,122688
53,Self-emp-not-inc,174102,7th-8th,4,married,Exec-managerial,Male,4386,0,50,europe,256753
43,Private,125461,Bachelors,13,married,Sales,Male,0,0,65,north_america,99152
80,Self-emp-not-inc,184335,7th-8th,4,married,Farming-fishing,Male,0,0,30,north_america,270859
24,Private,211345,Some-college,10,Never-married,Other-service,Female,0,0,40,north_america,247732
43,Local-gov,147328,Masters,14,married,Exec-managerial,Male,0,1977,60,north_america,199257
22,Private,222993,HS-grad,9,Never-married,Handlers-cleaners,Male,0,0,40,north_america,40952
40,Private,225978,Some-college,10,not_married,Exec-managerial,Male,0,0,40,north_america,110189
48,Private,121124,HS-grad,9,married,Exec-managerial,Male,0,0,50,north_america,140465
56,Unknown,656036,HS-grad,9,married,Unknown,Male,0,0,25,north_america,208971
34,Unknown,346762,11th,7,not_married,Unknown,Male,0,0,84,north_america,231237
51,Private,234057,HS-grad,9,married,Craft-repair,Male,0,0,45,north_america,270912
24,Federal-gov,306515,HS-grad,9,Never-married,Adm-clerical,Female,0,0,40,north_america,119867
19,Private,116562,HS-grad,9,Never-married,Other-service,Female,0,0,40,north_america,138636
34,Private,171159,Some-college,10,not_married,Adm-clerical,Female,0,0,30,north_america,158201
24,Private,199011,HS-grad,9,Never-married,Craft-repair,Male,0,0,40,north_america,275031
41,Private,443508,Bachelors,13,married,Transport-moving,Male,0,0,48,north_america,200010
24,Private,29810,HS-grad,9,not_married,Sales,Female,0,0,38,north_america,257007
22,Local-gov,238831,Some-college,10,Never-married,Protective-serv,Male,0,0,40,north_america,144855
32,Federal-gov,566117,Some-college,10,not_married,Adm-clerical,Female,0,0,40,north_america,214237
41,Private,255044,Bachelors,13,not_married,Exec-managerial,Female,0,0,55,north_america,160485
20,Private,436253,Some-college,10,Never-married,Other-service,Male,0,0,35,north_america,174800
31,Private,300687,HS-grad,9,Never-married,Other-service,Male,0,0,40,north_america,213951
55,Private,144071,Bachelors,13,married,Tech-support,Male,0,0,18,north_america,29988
49,State-gov,133917,Doctorate,16,married,Prof-specialty,Male,0,1902,60,other,150971
26,Private,188767,Bachelors,13,Never-married,Sales,Male,0,0,40,north_america,73040
27,Self-emp-not-inc,300777,HS-grad,9,not_married,Transport-moving,Male,0,0,70,north_america,129441
35,Private,26987,HS-grad,9,not_married,Adm-clerical,Female,0,0,40,north_america,268151
40,Private,174395,HS-grad,9,not_married,Other-service,Male,0,0,60,europe,275663
59,Private,90290,Some-college,10,married,Prof-specialty,Male,0,0,34,north_america,211154
61,Private,183735,Some-college,10,married,Sales,Male,0,0,45,north_america,242518
31,Private,123273,HS-grad,9,Never-married,Sales,Female,0,0,40,north_america,42006
43,Federal-gov,186916,Masters,14,not_married,Protective-serv,Male,0,0,60,north_america,126453
61,Private,43554,5th-6th,3,Never-married,Handlers-cleaners,Male,0,2339,40,north_america,59341
54,Private,178251,Assoc-acdm,12,not_married,Adm-clerical,Female,0,0,30,north_america,208325
30,Private,255885,Some-college,10,married,Sales,Male,0,0,50,north_america,286108
20,Private,64292,Some-college,10,Never-married,Sales,Female,0,0,50,north_america,278528
27,State-gov,194773,Masters,14,Never-married,Prof-specialty,Female,0,0,50,europe,125373
44,Self-emp-inc,133060,Some-college,10,not_married,Machine-op-inspct,Male,0,0,60,north_america,257273
64,Private,258006,Some-college,10,not_married,Adm-clerical,Female,0,0,40,north_america,278764
55,Private,92215,HS-grad,9,not_married,Adm-clerical,Female,0,0,40,north_america,111736
34,Private,33945,HS-grad,9,not_married,Craft-repair,Male,6849,0,55,north_america,58674
61,Private,153048,HS-grad,9,not_married,Sales,Female,0,0,35,north_america,243954
28,Private,192200,Bachelors,13,married,Prof-specialty,Male,0,0,40,other,85592
34,Private,355571,HS-grad,9,not_married,Machine-op-inspct,Female,0,0,40,north_america,234519
47,Self-emp-inc,139268,Prof-school,15,married,Prof-specialty,Male,0,1977,60,north_america,81492
26,Private,34402,Bachelors,13,Never-married,Adm-clerical,Male,0,0,45,north_america,159848
35,Private,25955,11th,7,Never-married,Other-service,Male,0,0,40,north_america,158422
36,Private,209609,Bachelors,13,married,Prof-specialty,Male,0,0,38,north_america,125206
47,Private,168283,Bachelors,13,married,Prof-specialty,Male,0,0,40,north_america,80346
17,Private,295488,11th,7,Never-married,Other-service,Female,0,0,25,north_america,203331
35,Private,190895,Some-college,10,married,Prof-specialty,Male,0,0,60,north_america,152204
33,Private,164190,Masters,14,Never-married,Prof-specialty,Male,0,0,20,north_america,135260
25,Private,216010,Assoc-acdm,12,married,Adm-clerical,Female,0,0,40,north_america,185501
18,Private,387568,10th,6,Never-married,Sales,Male,0,0,10,north_america,86929
47,State-gov,188386,Masters,14,not_married,Prof-specialty,Male,0,0,38,north_america,258174
44,Private,174491,HS-grad,9,not_married,Other-service,Female,0,0,30,north_america,160698
41,Private,31221,HS-grad,9,not_married,Other-service,Female,0,0,30,north_america,94252
30,Private,272451,Bachelors,13,Never-married,Adm-clerical,Female,0,0,40,north_america,115863
53,Self-emp-not-inc,152652,Some-college,10,married,Farming-fishing,Male,0,0,50,north_america,285871
53,Private,104413,HS-grad,9,not_married,Other-service,Female,0,0,20,north_america,35397
40,Private,105936,HS-grad,9,married,Sales,Female,5013,0,20,north_america,89990
24,Private,379066,Some-college,10,Never-married,Adm-clerical,Male,0,2205,24,north_america,190289
27,Private,214858,Bachelors,13,Never-married,Sales,Male,0,0,40,north_america,261770
50,Private,237735,5th-6th,3,married,Transport-moving,Male,0,0,37,north_america,118033
36,Private,158592,11th,7,married,Craft-repair,Male,0,0,50,north_america,71311
41,Private,237321,1st-4th,2,married,Machine-op-inspct,Male,0,0,40,north_america,296341
41,Private,23646,Masters,14,Never-married,Prof-specialty,Female,0,0,40,north_america,135585
31,Private,169240,HS-grad,9,Never-married,Other-service,Female,0,0,40,north_america,30175
32,Federal-gov,454508,Bachelors,13,married,Exec-managerial,Male,0,0,40,north_america,252792
22,Private,130356,Some-college,10,Never-married,Machine-op-inspct,Male,0,0,48,north_america,164523
22,Private,427686,10th,6,not_married,Craft-repair,Male,0,0,40,north_america,290052
18,Local-gov,36411,12th,8,Never-married,Prof-specialty,Male,0,0,30,north_america,81195
39,Private,548510,Bachelors,13,married,Prof-specialty,Male,0,0,30,north_america,249305
38,Private,187264,HS-grad,9,married,Exec-managerial,Female,0,0,55,north_america,186681
35,State-gov,140752,HS-grad,9,married,Craft-repair,Male,0,0,40,north_america,105479
23,Private,325596,Some-college,10,Never-married,Machine-op-inspct,Male,0,0,40,north_america,269526
54,Self-emp-not-inc,175804,Bachelors,13,married,Exec-managerial,Male,0,0,40,north_america,206207
36,Private,107302,Masters,14,married,Prof-specialty,Male,0,0,60,north_america,291428
63,Local-gov,41161,HS-grad,9,married,Exec-managerial,Male,0,0,55,north_america,206661
39,Private,401832,Some-college,10,married,Exec-managerial,Male,0,0,48,north_america,103258
57,Self-emp-not-inc,353808,Some-college,10,married,Sales,Male,0,0,60,north_america,74505
58,Self-emp-inc,349910,Prof-school,15,married,Prof-specialty,Male,0,1977,50,north_america,40600
29,Private,161478,Bachelors,13,Never-married,Adm-clerical,Female,0,0,40,asia,121194
17,Private,400225,11th,7,Never-married,Sales,Female,0,0,20,north_america,214064
40,Private,367533,HS-grad,9,not_married,Craft-repair,Male,0,0,40,north_america,139711
69,Self-emp-not-inc,69306,Some-college,10,married,Other-service,Female,0,0,15,north_america,198866
28,Private,270366,10th,6,not_married,Sales,Female,0,0,40,north_america,276462
38,Private,103751,9th,5,married,Craft-repair,Male,0,0,40,north_america,156951
44,Private,75227,Prof-school,15,Never-married,Prof-specialty,Male,14084,0,40,north_america,174680
45,Local-gov,132563,Prof-school,15,not_married,Prof-specialty,Female,0,1726,40,north_america,178844
33,State-gov,79580,Bachelors,13,married,Adm-clerical,Male,0,0,40,north_america,215156
41,Local-gov,344624,Some-college,10,married,Other-service,Male,0,1485,40,north_america,233050
37,Self-emp-inc,186359,HS-grad,9,married,Sales,Male,7688,0,60,north_america,191551
50,Private,121685,Some-college,10,married,Sales,Male,0,0,45,north_america,73674
48,Private,75104,Bachelors,13,married,Prof-specialty,Male,0,0,50,north_america,90912
26,Unknown,188343,HS-grad,9,Never-married,Unknown,Female,0,0,40,north_america,101144
36,Private,246449,Some-college,10,married,Exec-managerial,Male,0,0,60,north_america,228466
21,Private,85088,Some-college,10,Never-married,Other-service,Female,0,0,37,north_america,200374
37,Private,545483,Assoc-acdm,12,married,Farming-fishing,Male,0,0,40,north_america,129378
20,State-gov,243986,Some-college,10,Never-married,Prof-specialty,Female,0,0,20,north_america,96087
54,Self-emp-not-inc,32778,HS-grad,9,married,Sales,Female,0,0,30,north_america,260883
28,Private,369114,HS-grad,9,not_married,Sales,Female,0,0,40,north_america,121544
27,Private,217200,Some-college,10,Never-married,Prof-specialty,Male,0,0,40,north_america,110586
33,Private,149220,Assoc-voc,11,Never-married,Other-service,Female,0,0,40,north_america,296660
46,Unknown,162034,HS-grad,9,married,Unknown,Male,0,0,40,north_america,285469
28,Unknown,157813,11th,7,not_married,Unknown,Female,0,0,58,north_america,195231
17,Unknown,179715,10th,6,Never-married,Unknown,Male,0,0,40,north_america,212721
40,Self-emp-not-inc,335549,Prof-school,15,Never-married,Prof-specialty,Male,0,2444,45,north_america,143373
47,Private,102308,Masters,14,married,Sales,Male,0,0,40,north_america,44668
44,Private,367749,1st-4th,2,Never-married,Machine-op-inspct,Female,0,0,40,north_america,37890
25,Private,98281,12th,8,Never-married,Handlers-cleaners,Male,0,0,43,north_america,259781
35,Private,115792,Bachelors,13,married,Prof-specialty,Male,0,0,55,north_america,276883
29,Private,277788,Some-college,10,married,Sales,Female,0,0,25,north_america,69642
30,Private,103435,HS-grad,9,not_married,Machine-op-inspct,Male,0,0,40,north_america,34682
30,Private,37646,Some-college,10,married,Handlers-cleaners,Male,0,0,40,north_america,221286
56,Self-emp-not-inc,385632,7th-8th,4,not_married,Other-service,Female,0,0,40,north_america,145058
25,Self-emp-not-inc,210278,Bachelors,13,Never-married,Prof-specialty,Male,0,0,30,north_america,275040
28,Private,335357,HS-grad,9,Never-married,Handlers-cleaners,Male,0,0,40,north_america,84799
43,Self-emp-not-inc,272165,9th,5,married,Craft-repair,Male,0,0,40,north_america,277870
47,Local-gov,148995,HS-grad,9,married,Protective-serv,Male,0,0,60,north_america,89278
46,Self-emp-not-inc,113434,Bachelors,13,married,Craft-repair,Male,0,0,40,north_america,86461
41,State-gov,132551,Masters,14,not_married,Prof-specialty,Female,0,0,35,north_america,281056
38,Federal-gov,115433,Assoc-acdm,12,married,Adm-clerical,Female,7688,0,33,north_america,183394
29,Private,227890,HS-grad,9,Never-married,Protective-serv,Male,0,0,40,north_america,225209
25,Private,503012,5th-6th,3,Never-married,Craft-repair,Male,0,0,40,north_america,77004
56,Private,250873,11th,7,married,Craft-repair,Male,0,0,45,north_america,51420
31,Private,407930,7th-8th,4,married,Handlers-cleaners,Male,0,0,40,north_america,291027
22,Private,148187,11th,7,Never-married,Other-service,Male,0,0,40,north_america,53358
31,Private,159322,HS-grad,9,Never-married,Handlers-cleaners,Male,0,0,40,north_america,64776
28,Private,334368,Some-college,10,not_married,Adm-clerical,Female,0,0,40,north_america,205129
53,Private,196328,Bachelors,13,married,Exec-managerial,Male,0,0,40,north_america,287285
45,Private,270842,Masters,14,not_married,Exec-managerial,Female,0,0,50,north_america,215874
71,Private,235079,Preschool,1,not_married,Craft-repair,Male,0,0,10,north_america,281047
65,Unknown,327154,HS-grad,9,not_married,Unknown,Female,0,0,40,north_america,279362
39,Private,188391,HS-grad,9,married,Craft-repair,Male,7298,0,50,north_america,214842
19,Federal-gov,30559,HS-grad,9,married,Sales,Female,0,0,40,north_america,56710
34,Local-gov,255098,Bachelors,13,not_married,Prof-specialty,Female,0,0,40,north_america,77297
36,Private,248010,HS-grad,9,married,Adm-clerical,Male,0,0,45,north_america,184533
40,Private,174515,HS-grad,9,not_married,Other-service,Female,0,0,40,north_america,231331
90,Private,171956,Some-college,10,not_married,Adm-clerical,Female,0,0,40,north_america,212088
56,Private,193130,Prof-school,15,married,Exec-managerial,Male,0,0,16,north_america,126071
21,Private,108670,HS-grad,9,Never-married,Prof-specialty,Female,0,0,40,north_america,255775
48,Private,186172,Bachelors,13,married,Exec-managerial,Male,0,0,45,north_america,65998
45,Private,348854,Some-college,10,not_married,Adm-clerical,Female,0,0,27,north_america,81336
46,Private,271828,HS-grad,9,married,Machine-op-inspct,Male,0,0,40,north_america,273181
64,Private,148606,10th,6,not_married,Other-service,Female,0,0,35,north_america,99054
29,Local-gov,123983,Masters,14,Never-married,Prof-specialty,Male,0,0,40,asia,184445
22,Private,24896,HS-grad,9,not_married,Tech-support,Female,0,0,30,europe,178799
47,Private,573583,HS-grad,9,married,Transport-moving,Male,0,0,48,europe,62901
67,Self-emp-inc,106175,Bachelors,13,married,Exec-managerial,Male,0,2392,75,north_america,71576
43,Private,307767,HS-grad,9,married,Handlers-cleaners,Male,0,0,40,north_america,66252
42,Private,200574,Some-college,10,married,Sales,Male,0,0,40,north_america,89226
31,Private,59083,Some-college,10,married,Other-service,Male,0,1672,50,north_america,234903
53,Private,358056,11th,7,not_married,Other-service,Female,0,0,40,north_america,224875
81,Private,114670,9th,5,not_married,Priv-house-serv,Female,2062,0,5,north_america,95447
33,Local-gov,262042,HS-grad,9,not_married,Adm-clerical,Female,0,1138,40,north_america,217134
17,Private,206010,12th,8,Never-married,Other-service,Female,0,0,8,north_america,107182
55,Self-emp-inc,183869,Prof-school,15,married,Exec-managerial,Male,0,0,50,other,168215
28,Private,159001,HS-grad,9,Never-married,Handlers-cleaners,Male,0,0,30,north_america,241694
24,Private,155818,Some-college,10,Never-married,Sales,Female,0,0,40,north_america,40855
40,Private,96055,HS-grad,9,not_married,Adm-clerical,Female,0,0,45,north_america,130542
30,Local-gov,131776,Masters,14,Never-married,Adm-clerical,Female,0,0,40,north_america,97114
24,Private,228613,11th,7,Never-married,Machine-op-inspct,Female,0,0,40,north_america,208966
26,Private,198163,Masters,14,married,Sales,Female,0,0,40,north_america,251971
